,domain,dt_str,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
27,lvsetxt.com,20190410,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
28,rootjl.com,20190410,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,12301.cc,20190410,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,16,1,0
30,port443.xyz,20190410,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4
31,cnscg.com,20190410,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2,0,0,0,4,0
32,xiangyuerom.com,20190410,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,rrurl.cn,20190410,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0
34,zbjimg.com,20190410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,0,0
35,jiamarket.com,20190410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
36,iyouman.com,20190410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,0,0
37,epicgames.com,20190410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2
38,explorads.com,20190410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
39,longhoo.net,20190410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0
40,gotoip2.com,20190410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
41,yuanzhe.me,20190410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
42,spark-rostov.ru,20190410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
43,voicefive.com,20190410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
44,126.am,20190410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0
45,umeng.co,20190410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
46,cdnvideo.ru,20190410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
47,mg3721.com,20190410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
48,000o.cc,20190411,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,fkvideo.cc,20190411,0,0,0,0,0,0,0,0,0,0,0,3,0,0,26,0,0,0,0,0,0,0,0,0
50,iuwzs.com,20190411,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,10,0,0,0,0
51,manhuagui.com,20190411,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
52,persiangig.com,20190411,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0
53,jwhss.com,20190411,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,xmcdn.com,20180411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0
55,1360.com,20180411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
56,yunfancdn.com,20180411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0
57,epicgames.com,20190411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0
58,leechers-paradise.org,20180411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
59,fcbarcelona.com,20190411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
60,ruubypay.com,20190412,0,0,0,0,0,0,0,0,0,0,4,12,5,2,0,1,0,0,0,0,0,0,0,0
61,sharewithu.com,20190412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0
62,91danji.com,20190410,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,1,0
63,msftconnecttest.com,20190410,0,0,0,0,0,0,0,1,6864,8159,4391,4949,5899,4302,4137,4926,4557,7332,7447,7170,6650,7075,7346,5537
64,aliyuncs.com,20190410,0,0,0,0,0,0,0,7,7324,5808,4927,5414,4990,4898,4428,4360,4225,5659,6871,7180,6746,6437,7764,10742
65,dfshurufa.com,20190410,0,0,0,0,0,0,0,0,250,230,138,116,177,170,138,192,167,142,181,132,121,191,170,92
66,go2yd.com,20190410,0,0,0,0,0,0,0,1,4905,4940,2873,4219,4238,3706,2382,2995,3228,4152,5084,5028,4564,4067,4522,5716
67,internetwarriors.net,20190410,0,0,0,0,0,0,0,0,217,204,134,181,220,298,303,377,285,365,356,441,366,339,196,292
68,yximgs.com,20190410,0,0,0,0,0,0,0,0,4772,3459,2462,3146,5522,4788,3000,2895,3019,4845,10161,5657,7153,7110,7583,8299
69,tujingdy.com,20190410,0,0,0,0,0,0,0,0,806,673,442,571,484,598,635,669,604,913,835,792,992,912,625,811
70,xmcdn.com,20190410,0,0,0,0,0,0,0,1,3409,3180,1562,2029,2845,4506,2521,2725,2020,2390,3079,2798,1975,3084,4467,6863
71,acgvideo.com,20190410,0,0,0,0,0,0,0,0,1990,1932,1534,1980,3428,3218,1899,1944,1893,2851,4607,4187,3082,2966,4110,5938
72,shanhu99.com,20190410,0,0,0,0,0,0,0,0,1362,1475,1429,1213,892,783,769,853,813,1124,1332,1451,1249,1165,939,874
73,opentracker.xyz,20190410,0,0,0,0,0,0,0,0,551,421,213,309,422,518,486,556,335,455,618,516,375,368,248,379
74,lofter.com,20190410,0,0,0,0,0,0,0,0,960,770,670,766,665,1132,543,498,507,645,910,1042,830,908,1295,2406
75,trackerlist.xyz,20190410,0,0,0,0,0,0,0,0,489,407,205,203,320,397,358,415,245,421,646,452,405,371,341,459
76,parkingcrew.net,20190410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,1,0,0
77,myoppo.com,20190410,0,0,0,0,0,0,0,0,101,85,46,55,148,103,35,71,61,80,73,98,108,76,77,150
78,elecfans.com,20190410,0,0,0,0,0,0,0,0,665,1001,919,1086,544,492,830,1337,1638,1682,1073,1432,1252,1748,1288,1079
79,securestudies.com,20190410,0,0,0,0,0,0,0,0,295,485,423,410,215,250,417,391,697,835,592,759,506,456,590,644
80,sanguoq.com,20190410,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0
81,xuanwu88.com,20190410,0,0,0,0,0,0,0,0,900,443,420,370,432,378,333,703,422,191,467,556,760,440,427,188
82,koowo.com,20190410,0,0,0,0,0,0,0,0,235,662,354,269,188,147,117,225,94,317,363,171,199,176,292,240
83,maihehd.com,20190410,0,0,0,0,0,0,0,0,99,255,121,340,171,179,430,155,170,182,257,342,317,251,303,259
84,acgtracker.com,20190410,0,0,0,0,0,0,0,0,72,130,99,119,111,177,167,199,176,253,218,291,263,110,92,88
85,yunfancdn.com,20190410,0,0,0,0,0,0,0,0,212,242,125,181,214,183,147,135,136,271,224,270,493,307,290,319
86,kickasstracker.com,20190410,0,0,0,0,0,0,0,0,85,91,26,36,47,59,64,49,34,77,135,113,39,0,0,0
87,beijing-time.org,20190410,0,0,0,0,0,0,0,0,541,429,187,358,350,212,210,185,169,317,389,300,279,345,418,495
88,qcloudcdn.com,20190410,0,0,0,0,0,0,0,0,331,402,237,106,477,108,81,296,211,343,244,288,454,323,319,481
89,wkanx.com,20190410,0,0,0,0,0,0,0,0,274,230,80,185,195,80,51,112,135,154,360,218,191,149,132,111
90,hpplay.cn,20190410,0,0,0,0,0,0,0,0,274,221,151,398,359,375,237,304,249,301,413,434,565,746,551,720
91,rising.com.cn,20190410,0,0,0,0,0,0,0,0,916,838,482,577,586,501,626,611,501,723,733,806,704,629,684,827
92,ytjdl.com,20190410,0,0,0,0,0,0,0,0,175,115,61,100,82,92,61,100,79,118,119,134,139,105,111,139
93,trackerfix.com,20190410,0,0,0,0,0,0,0,0,97,77,86,85,77,69,82,106,80,96,90,62,83,91,58,75
94,kuai8.com,20190410,0,0,0,0,0,0,0,0,87,88,78,119,299,149,196,104,127,148,154,320,323,243,458,199
95,qhcdn.com,20190410,0,0,0,0,0,0,0,0,196,177,207,97,94,72,90,98,137,149,91,80,107,82,81,72
96,fastapi.net,20190410,0,0,0,0,0,0,0,0,57,82,57,59,50,52,51,88,58,86,62,102,77,89,46,68
97,wandoujia.com,20190410,0,0,0,0,0,0,0,0,173,135,70,78,81,74,68,83,89,99,150,184,111,97,89,126
98,dl1234.com,20190410,0,0,0,0,0,0,0,0,126,109,114,112,116,150,134,141,107,157,185,248,226,185,103,156
99,makesource.cool,20190410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,11,8,0,0,5,0,0,0,22
100,kkkkkdajlhlkjhsdewgtuv.com,20190410,0,0,0,0,0,0,0,0,5,19,12,13,11,11,17,21,12,17,15,24,22,10,0,0
101,haotukankan.com,20190410,0,0,0,0,0,0,0,0,357,351,248,316,278,244,194,325,306,371,268,250,253,204,234,250
102,glotorrents.pw,20190410,0,0,0,0,0,0,0,0,25,32,18,17,11,12,23,27,28,18,23,24,24,25,26,33
103,wagoo2.com,20190410,0,0,0,0,0,0,0,0,81,78,54,97,85,74,82,79,40,37,77,64,91,112,94,85
104,redirectme.net,20190410,0,0,0,0,0,0,0,0,0,6,10,0,0,0,9,80,14,0,0,0,0,0,0,0
105,gllmh.com,20190410,0,0,0,0,0,0,0,0,0,5,0,0,0,8,0,12,17,6,0,0,0,0,0,0
106,imedao.com,20190410,0,0,0,0,0,0,0,0,20,68,61,48,34,66,149,60,40,49,61,20,19,34,14,12
107,myjino.ru,20190410,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,2,0,0,1,0,1
108,yiwanzhushou.com,20190410,0,0,0,0,0,0,0,0,150,76,57,84,49,49,72,56,54,68,58,36,45,40,34,37
109,downxia.com,20190410,0,0,0,0,0,0,0,0,66,37,60,58,56,90,48,18,85,63,5,138,48,62,82,1
110,ccleaner.com,20190410,0,0,0,0,0,0,0,0,4,21,14,19,12,21,12,24,13,14,6,14,6,9,6,4
111,iyouxia.com,20190410,0,0,0,0,0,0,0,0,44,35,39,45,23,27,33,26,32,114,81,182,167,153,175,229
112,lfppt.com,20190410,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,37,0,0,0,0,0,0
113,ohsoft.net,20190410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0
114,constantcontact.com,20190410,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
115,wareztorrent.com,20190410,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0
116,6m5m.com,20190410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0
117,twcczhu.com,20190410,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,2,1,0,0,0,0,0,0,0
118,googlecn.cc,20190410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
119,veryamt.com,20190410,0,0,0,0,0,0,0,0,97,93,45,45,55,55,63,12,9,15,14,20,18,40,59,64
120,u33.cc,20190410,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,2,0,0,0,0,0,0,2,0
121,haretahoo.science,20190410,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
122,ghost580.net,20190410,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,7,0,0,14,0,15,0,0,0
123,brother.co.jp,20190410,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0
124,fxxz.com,20190410,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,1,0,0,2,1
125,apxadtracking.net,20190410,0,0,0,0,0,0,0,0,3,13,5,13,11,5,5,6,4,3,11,8,15,7,7,10
126,tv002.com,20190410,0,0,0,0,0,0,0,0,467,217,272,94,38,2559,416,547,353,186,245,211,894,1227,1026,1570
127,pingan.com.cn,20190410,0,0,0,0,0,0,0,0,142,144,112,68,74,143,81,87,98,34,12,36,87,20,20,21
128,toutiaoyule.com,20190410,0,0,0,0,0,0,0,0,27,173,27,28,32,31,31,47,80,52,101,181,48,23,13,19
129,ipify.org,20190410,0,0,0,0,0,0,0,0,3,4,4,8,6,16,4,4,6,2,1,0,0,0,4,3
130,shuntv.net,20190410,0,0,0,0,0,0,0,0,13,13,23,22,10,17,18,20,40,40,34,18,15,15,13,14
131,guitarworld.com.cn,20190410,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,4,0,0
132,moyumedia.com,20190410,0,0,0,0,0,0,0,0,62,19,18,25,19,23,14,26,13,13,23,29,22,18,20,29
133,poletracker.org,20190410,0,0,0,0,0,0,0,0,77,66,48,123,102,105,88,78,48,34,43,61,72,90,58,49
134,jxnews.com.cn,20190410,0,0,0,0,0,0,0,0,11,7,10,27,8,26,47,29,54,24,50,140,23,40,42,20
135,ali213.net,20190410,0,0,0,0,0,0,0,0,120,622,453,525,1359,681,509,449,551,525,860,1321,657,1136,1111,930
136,iclick.com.cn,20190410,0,0,0,0,0,0,0,0,67,56,27,46,70,64,40,38,36,51,66,68,68,59,62,108
137,gldjc.com,20190410,0,0,0,0,0,0,0,0,5,13,0,0,0,2,2,0,0,0,0,0,0,0,0,0
138,7dsw.com,20190410,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
139,concen.cc,20190410,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,1,0,0,0,0,0,0,0,8
140,dnpz.net,20190410,0,0,0,0,0,0,0,0,5,7,0,0,0,0,0,0,8,0,0,11,0,0,0,0
141,klm123.com,20190410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,4,0,0
142,kousou.cc,20190410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,7,0,0,0,0,0,0
143,www.com,20190410,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
144,ctdns.net,20190410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
145,promlinkdev.com,20190410,0,0,0,0,0,0,0,0,0,0,66,7,0,0,0,0,0,0,16,0,0,0,3,0
146,free.fr,20190410,0,0,0,0,0,0,0,0,14,1,0,0,0,0,0,0,6,0,0,0,6,0,0,0
147,exacttarget.com,20190410,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,0,0,0,6,0,0,0
148,jsyxw.cn,20190410,0,0,0,0,0,0,0,0,0,7,0,0,0,0,11,0,4,9,0,0,0,0,0,0
149,kaola100.com,20190410,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,3,8,4,0,47,0,0,0,0
150,daum.net,20190410,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,4,0,0,1,3,15
151,hao315.com,20190410,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,2,0,0,0,5,0,0,0
152,wfboer.com,20190410,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
153,sucaijishi.com,20190410,0,0,0,0,0,0,0,0,24,15,0,18,0,0,0,0,0,0,0,0,0,0,0,0
154,com.com,20190410,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
155,vfe.cc,20190410,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
156,ko.cn,20190410,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0
157,heinote.com,20190410,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
158,ow.ly,20190410,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
159,51kus.com,20190410,0,0,0,0,0,0,0,0,5,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
160,lclk.info,20190410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
161,fkvideo.cc,20190410,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
162,bigestsafe.com,20190410,0,0,0,0,0,0,0,0,0,17,19,0,0,0,0,0,0,0,0,0,0,0,0,0
163,519e.com.cn,20190410,0,0,0,0,0,0,0,0,0,28,1,0,0,0,0,0,0,0,0,0,0,0,0,0
164,survey-smiles.com,20190410,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9,9
165,3001.net,20190410,0,0,0,0,0,0,0,0,0,18,0,0,0,1,0,0,0,1,0,2,0,0,0,0
166,liqucn.com,20190410,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,0,0,0,1
167,jupyter.org,20190410,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0
168,clewm.net,20190410,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
169,testrequest.info,20190410,0,0,0,0,0,0,0,0,1,19,0,0,0,0,0,0,0,0,1,0,1,0,0,0
170,biquge.info,20190410,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
171,pornolab.net,20190410,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,1,2,3,0,0,0,0,0,0
172,yeah.net,20190410,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,1,0,1,0,1
173,77kpw.cc,20190410,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,9,0,0,0,0,0,0,0
174,sharewithu.com,20190410,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,26,0
175,bangwo8.net,20190410,0,0,0,0,0,0,0,0,8,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0
176,publicvm.com,20190410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,16,0,0,0,0,0,0
177,f3322.net,20190410,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
178,proxdevcool.com,20190410,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
179,9377.com,20190410,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0
180,qingclass.cc,20190410,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
181,ifengcdn.com,20190410,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
182,51ckm.com,20190410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
183,jiuyan.info,20190410,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0
184,manhuagui.com,20190410,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
185,ruubypay.com,20190410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,5,0
186,veoh.com,20190410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
187,lightonus.com,20190410,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
188,52pcgame.net,20190410,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
189,169it.com,20190410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0
190,xiazaiba.com,20190410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0
191,bookfi.net,20190410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,11
192,owengame.com,20190410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0
193,chinacloudsites.cn,20190410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15,69,14,0,0,0
194,12349.net,20190410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,11,10,0,0,0,0
195,nrich.ai,20190410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
196,zhuchao.cc,20190410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0
197,iuwzs.com,20190410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0
198,7068.cc,20190410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,0,0,0,0
199,home.pl,20190410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
200,shenchuang.com,20190410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0
201,mg64.net,20190410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
202,etdown.tv,20190410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
203,yx-s.net,20190410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0
204,f3322.org,20190410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
205,juluoluo.com,20190410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
206,ywtx.cc,20190410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,1,1,0
207,blucd.org,20190410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
208,reyesleon.xyz,20190410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,12,0
209,heimi001.com,20190410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0
210,runclickrun.com,20190410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
211,ex-torrenty.org,20190410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
212,aoao365.com,20190410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21
213,testupdate.info,20190410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
214,ccgslb.net,20190410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
215,znj.com,20190410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
216,9779.info,20190410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
217,000o.cc,20190410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
218,jupyter.org,20190411,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
219,6sq.net,20190411,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
220,btzoo.eu,20190411,1,0,0,0,0,0,0,0,0,0,0,2,2,2,0,1,0,0,0,0,0,0,0,0
221,lce9v.com,20190411,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
222,liqucn.com,20190411,0,25,0,0,0,0,0,0,0,0,0,0,1,0,0,21,6,0,0,0,1,0,0,0
