,domain,ip_count,subdomain_count,number_of_domains,ip_entropy,subdomain_entropy,change_numbers,change_duration_mean,change_duration_std,change_amp,domain_len,domain_name_entropy,digit_number,digit_number_ratio,digit_group,word_group,longest_substring_ratio,left_days,alive_days,update_days,label
94,appchina.com,8,10,0,0.0,0.6387640052032225,2.0,4.5,1.5,0.3682601926653707,12,37.01955000865389,0,0.0,0,3,0.4166666666666667,3538.0,3538.0,542.0,1
95,xmcdn.com,119,14,142,0.8162447018379257,0.7231882612879049,2.0,2.0,0.0,0.0,9,24.52932501298081,0,0.0,0,3,0.4444444444444444,2663.0,2663.0,1110.0,1
96,iyouxia.com,6,9,2,0.8710490642551527,0.6931267214285649,2.0,2.0,0.0,0.0,11,34.05374780501027,0,0.0,0,4,0.2727272727272727,2598.0,2598.0,73.0,1
97,136156.com,1,4,0,0.0,0.5,3.0,3.0,1.4142135623730951,0.7394962988959217,10,29.21928094887362,6,0.6,1,1,0.3,1651.0,1651.0,290.0,1
98,wfqac.cn,1,1,0,0.0,0.0,2.0,2.0,0.0,0.0,8,22.0,0,0.0,0,2,0.5,,,,1
99,home.pl,1,1,0,0.0,0.0,1.0,2.0,0.0,3.7527767497325684,7,19.651484454403235,0,0.0,0,2,0.5714285714285714,,,,1
100,f3322.net,5,4,0,0.8277293767706428,0.75,2.0,2.0,0.0,0.0,9,24.52932501298081,4,0.4444444444444444,1,2,0.3333333333333333,2439.0,2439.0,306.0,1
101,ys168.com,13,21,0,0.2089558018562581,0.40350882696834905,3.0,5.333333333333333,2.6246692913372702,1.8297669457395624,9,28.52932501298081,3,0.3333333333333333,1,2,0.3333333333333333,6661.0,6661.0,717.0,1
102,openedv.com,1,1,0,0.0,0.0,3.0,3.333333333333333,0.9428090415820634,1.2097602451979954,11,34.05374780501027,0,0.0,0,2,0.5454545454545454,3091.0,3091.0,275.0,1
103,88rpg.net,5,2,83,1.0,0.0,1.0,10.0,0.0,2.9339031589791076,9,26.52932501298081,2,0.2222222222222222,1,1,0.6666666666666666,2177.0,2177.0,359.0,1
104,wagoo2.com,1,1,7,0.0,0.0,2.0,2.0,0.0,0.0,10,28.464393446710158,1,0.1,1,3,0.3,449.0,449.0,95.0,1
105,ko.cn,1,1,0,0.0,0.0,2.0,3.0,0.0,0.0,5,11.60964047443681,0,0.0,0,2,0.6,,,,1
106,go2yd.com,98,16,127,0.7512481232521515,0.53125,2.0,2.0,0.0,0.0,9,26.52932501298081,1,0.1111111111111111,1,3,0.3333333333333333,1979.0,1979.0,351.0,1
107,ahjem.com,2,2,0,1.0,1.0,4.0,4.0,1.224744871391589,0.7848719079786819,9,26.52932501298081,0,0.0,0,3,0.4444444444444444,1347.0,1347.0,257.0,1
108,pornhub.com,2,3,0,0.0,1.0,7.0,2.4285714285714284,0.4948716593053935,0.36009538532366386,11,36.05374780501027,0,0.0,0,3,0.3636363636363637,6773.0,6773.0,81.0,1
109,filepit.to,2,1,0,1.0,0.0,1.0,10.0,0.0,3.3495425140904183,10,29.21928094887362,0,0.0,0,3,0.4,,,,1
110,jiuyan.info,13,9,90,0.7089742952321173,0.42639624424502026,3.0,2.0,0.0,1.304180075095833,11,34.05374780501027,0,0.0,0,3,0.3636363636363637,2769.0,2769.0,295.0,1
111,orsoon.com,38,10,96,0.5894404190928089,0.6160396270529163,1.0,4.0,0.0,4.46544567758628,10,25.21928094887362,0,0.0,0,3,0.4,5101.0,5101.0,254.0,1
112,myjino.ru,1,1,0,0.0,0.0,7.0,2.0,0.0,0.4032030366332308,9,28.52932501298081,0,0.0,0,4,0.3333333333333333,,,,1
113,demonii.si,3,1,0,0.5793801642856949,0.0,2.0,2.0,0.0,0.0,10,28.464393446710158,0,0.0,0,2,0.5,,,,1
114,519e.com.cn,1,1,0,0.0,0.0,2.0,3.0,0.0,0.0,11,34.05374780501027,3,0.2727272727272727,1,2,0.2727272727272727,,,,1
115,51kus.com,2,2,0,0.0,1.0,2.0,6.0,0.0,0.0,9,28.52932501298081,2,0.2222222222222222,1,3,0.3333333333333333,3600.0,3600.0,379.0,1
116,51xiazai.cn,1,1,0,0.0,0.0,1.0,3.0,0.0,3.6858118513043268,11,34.05374780501027,2,0.18181818181818185,1,3,0.3636363636363637,,,,1
117,fanxing.com,23,8,33,0.5745497547163039,0.8333333333333334,3.0,5.333333333333333,2.0548046676563256,1.2006291547092502,11,36.05374780501027,0,0.0,0,3,0.3636363636363637,5458.0,5458.0,348.0,1
118,sharewithu.com,1,2,0,0.0,1.0,1.0,2.0,0.0,5.590451323113763,14,51.30296890880647,0,0.0,0,3,0.35714285714285715,3652.0,3652.0,66.0,1
119,pc0359.cn,82,8,151,0.4910219837291533,0.4685463540765221,4.0,3.75,0.82915619758885,0.7715269787435578,9,26.52932501298081,4,0.4444444444444444,1,2,0.2222222222222222,,,,1
120,wandoujia.com,11,21,0,0.6648191508620835,0.5933400093427682,2.0,2.0,0.0,0.0,13,44.10571633583421,0,0.0,0,4,0.3076923076923077,3334.0,3334.0,264.0,1
121,12317wan.com,6,3,5,0.7420981285103055,1.0,4.0,3.0,0.0,1.0273344591659697,12,41.019550008653866,5,0.4166666666666667,1,2,0.25,2323.0,2323.0,527.0,1
122,publicvm.com,1,1,0,0.0,0.0,1.0,3.0,0.0,3.2130440376089697,12,39.019550008653866,0,0.0,0,3,0.5,4321.0,4321.0,662.0,1
123,0311bj.cn,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,9,26.52932501298081,4,0.4444444444444444,1,2,0.3333333333333333,,,,1
124,7068.cc,1,3,0,0.0,0.5793801642856949,1.0,3.0,0.0,3.755204367174709,7,17.65148445440323,4,0.5714285714285714,1,1,0.2857142857142857,2431.0,2431.0,354.0,1
125,cn.com,6,5,2,1.0,0.6554587535412855,1.0,9.0,0.0,2.709863747436432,6,13.509775004326935,0,0.0,0,2,0.5,7651.0,7651.0,517.0,1
126,khoaf.com,1,0,0,0.0,0.0,2.0,6.5,2.5,1.721253614118686,9,26.52932501298081,0,0.0,0,2,0.4444444444444444,94.0,94.0,40.0,1
127,oray.net,18,11,1,0.7667187592866302,0.6846565531077586,2.0,2.0,0.0,0.0,8,24.0,0,0.0,0,3,0.5,2581.0,2581.0,32.0,1
128,clouddn.com,93,5,294,0.6746408587467504,0.4181656600790516,2.0,2.0,0.0,0.0,11,32.05374780501027,0,0.0,0,3,0.4545454545454545,1860.0,1860.0,390.0,1
129,trafficforce.com,1,1,0,0.0,0.0,2.0,2.0,0.0,0.0,16,50.49022499567307,0,0.0,0,3,0.4375,6960.0,6960.0,51.0,1
130,sticker.la,1,1,0,0.0,0.0,2.0,6.5,2.5,1.6271314310163612,10,33.219280948873624,0,0.0,0,2,0.7,2342.0,2342.0,106.0,1
131,dnpz.net,2,2,0,1.0,1.0,3.0,2.333333333333333,0.4714045207910317,0.863461617127239,8,22.0,0,0.0,0,2,0.5,3316.0,3316.0,51.0,1
132,jdhyjf.com,1,1,0,0.0,0.0,2.0,6.0,0.0,0.0,10,31.21928094887362,0,0.0,0,3,0.5,990.0,990.0,543.0,1
133,pingan.com.cn,34,22,99,0.6676724190363047,0.7272900777274477,2.0,7.0,2.0,1.1338146301170124,13,39.350828833670725,0,0.0,0,4,0.3076923076923077,,,,1
134,jwhss.com,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,9,26.52932501298081,0,0.0,0,3,0.3333333333333333,1401.0,1401.0,277.0,1
135,zhouyi.cc,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,9,26.52932501298081,0,0.0,0,3,0.4444444444444444,3480.0,3480.0,1764.0,1
136,nyaatorrents.info,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,17,56.73198079909232,0,0.0,0,4,0.4705882352941176,711.0,711.0,542.0,1
137,haretahoo.science,1,1,7,0.0,0.0,2.0,2.0,0.0,0.0,17,56.73198079909232,0,0.0,0,3,0.4117647058823529,798.0,798.0,441.0,1
138,9779.info,1,1,0,0.0,0.0,1.0,2.0,0.0,3.7527767497325684,9,24.52932501298081,4,0.4444444444444444,1,1,0.4444444444444444,3252.0,3252.0,363.0,1
139,ufileos.com,8,2,0,0.318144667641655,0.0,5.0,2.2,0.4,0.7757358636680953,11,36.05374780501027,0,0.0,0,3,0.4545454545454545,1212.0,1212.0,207.0,1
140,51edu.com,3,5,3,1.0,0.5904362833084089,1.0,2.0,0.0,3.7527767497325684,9,28.52932501298081,2,0.2222222222222222,1,1,0.6666666666666666,6215.0,6215.0,878.0,1
141,owengame.com,1,1,0,0.0,0.0,1.0,3.0,0.0,3.2286559954193477,12,37.019550008653866,0,0.0,0,2,0.5833333333333334,811.0,811.0,153.0,1
142,wxbgf.top,5,2,0,0.5904362833084089,0.0,2.0,2.0,0.0,0.0,9,28.52932501298081,0,0.0,0,3,0.3333333333333333,642.0,642.0,642.0,1
143,9xiu.com,18,5,126,0.6269583853384623,0.4181656600790516,3.0,2.0,0.0,0.460712270848128,8,24.0,1,0.125,1,2,0.375,2893.0,2893.0,705.0,1
144,juluoluo.com,1,1,7,0.0,0.0,1.0,2.0,0.0,4.161198597819118,12,31.509775004326944,0,0.0,0,4,0.25,1140.0,1140.0,244.0,1
145,glzip.cn,5,1,112,0.6554587535412855,0.0,4.0,3.5,1.6583123951777,1.3018043034359827,8,24.0,0,0.0,0,3,0.375,,,,1
146,gezila.com,34,3,193,0.6841763867966445,0.5793801642856949,4.0,3.25,1.0897247358851685,1.2145746886620326,10,33.219280948873624,0,0.0,0,3,0.4,3275.0,3275.0,716.0,1
147,tfzcode.com,63,3,336,0.632461083946704,1.0,3.0,5.666666666666668,2.494438257849294,0.3412332998461404,11,34.05374780501027,0,0.0,0,4,0.3636363636363637,584.0,584.0,584.0,1
148,monocul.us,1,1,0,0.0,0.0,2.0,2.0,0.0,0.0,10,29.21928094887362,0,0.0,0,2,0.6,1262.0,1262.0,166.0,1
149,12301.cc,3,11,0,1.0,0.2502886927414661,1.0,3.0,0.0,4.875558865550736,8,20.0,5,0.625,1,1,0.25,2200.0,2200.0,131.0,1
150,sgshurufa.com,7,8,42,0.7580392711198947,0.7185463540765221,3.0,4.0,0.8164965809277259,1.1258934911938985,13,44.10571633583419,0,0.0,0,4,0.3076923076923077,1761.0,1761.0,171.0,1
151,icanhazip.com,12,2,1,0.6745665634070152,1.0,2.0,3.5,0.5,1.26302044323781,13,42.10571633583419,0,0.0,0,5,0.2307692307692308,3578.0,3578.0,291.0,1
152,xyimg.net,11,3,106,0.8224908743082042,0.5793801642856949,3.0,5.333333333333333,2.6246692913372702,0.9361990918538122,9,28.52932501298081,0,0.0,0,3,0.3333333333333333,2313.0,2313.0,2313.0,1
153,jxnews.com.cn,13,22,1,0.6673991945509912,0.6129330565935018,2.0,2.0,0.0,0.0,13,42.1057163358342,0,0.0,0,3,0.5384615384615384,,,,1
