,domain,change_numbers,change_duration_mean,change_duration_std,change_amp,label
156,lclk.info,2,2.0,0.0,0.0,1
157,bigestsafe.com,2,3.0,0.0,0.0,1
158,519e.com.cn,2,3.0,0.0,0.0,1
159,survey-smiles.com,1,3.0,0.0,7.309645227297023,1
160,3001.net,2,2.0,0.0,0.08284618551550049,1
161,liqucn.com,5,2.0,0.0,0.7844645405527361,1
162,jupyter.org,3,2.0,0.0,1.2000056805137078,1
163,clewm.net,3,2.6666666666666665,0.4714045207910317,0.4533608899285779,1
164,testrequest.info,2,3.0,0.0,0.0,1
165,biquge.info,2,2.0,0.0,0.0,1
166,pornolab.net,3,2.0,0.0,0.6008882359774396,1
167,yeah.net,6,2.0,0.0,0.5293131528623708,1
168,77kpw.cc,1,2.0,0.0,2.8919318447573077,1
169,bangwo8.net,4,2.0,0.0,5.551115123125783e-17,1
170,publicvm.com,1,3.0,0.0,3.2130440376089697,1
171,f3322.net,2,2.0,0.0,0.0,1
172,proxdevcool.com,2,2.0,0.0,0.0,1
173,9377.com,4,2.0,0.0,0.0,1
174,qingclass.cc,4,2.0,0.0,1.0622957319984967,1
175,ifengcdn.com,2,2.0,0.0,0.0,1
176,51ckm.com,2,2.0,0.0,0.0,1
177,jiuyan.info,3,2.0,0.0,1.304180075095833,1
178,veoh.com,2,2.0,0.0,0.0,1
179,lightonus.com,2,2.0,0.0,0.0,1
180,52pcgame.net,2,2.0,0.0,0.0,1
181,169it.com,2,2.0,0.0,1.8636197315720406,1
182,xiazaiba.com,2,3.0,1.0,1.9154966001949019,1
183,bookfi.net,2,2.0,0.0,2.761009081988834,1
184,owengame.com,1,3.0,0.0,3.228655995419348,1
185,chinacloudsites.cn,1,4.0,0.0,3.81595466877453,1
186,12349.net,1,4.0,0.0,3.3918949348215506,1
187,nrich.ai,3,2.0,0.0,1.9134206305807568,1
188,zhuchao.cc,1,2.0,0.0,4.766031238193982,1
189,7068.cc,1,3.0,0.0,3.7552043671747093,1
190,home.pl,1,2.0,0.0,3.752776749732568,1
191,shenchuang.com,2,2.0,0.0,2.064272359252035,1
192,mg64.net,1,2.0,0.0,3.752776749732568,1
193,etdown.tv,1,2.0,0.0,3.752776749732568,1
194,yx-s.net,1,3.0,0.0,4.1238106107686825,1
195,f3322.org,1,2.0,0.0,4.161198597819119,1
196,juluoluo.com,1,2.0,0.0,4.161198597819119,1
197,ywtx.cc,1,4.0,0.0,4.311467536648305,1
198,blucd.org,1,2.0,0.0,4.161198597819119,1
199,reyesleon.xyz,2,2.0,0.0,0.0,1
200,heimi001.com,1,2.0,0.0,4.161198597819119,1
201,runclickrun.com,1,2.0,0.0,4.766031238193982,1
202,ex-torrenty.org,1,2.0,0.0,4.161198597819119,1
203,aoao365.com,1,2.0,0.0,8.125,1
204,testupdate.info,1,2.0,0.0,5.790660241435861,1
205,ccgslb.net,1,2.0,0.0,3.225895835405523,1
206,znj.com,1,2.0,0.0,3.0439038876405053,1
207,9779.info,1,2.0,0.0,3.752776749732568,1
208,6sq.net,0,0.0,0.0,0.0,1
209,lce9v.com,0,0.0,0.0,0.0,1
210,mourl.cc,0,0.0,0.0,0.0,1
211,imgo.tv,1,7.0,0.0,4.2069791286853935,1
212,ptvcdn.net,0,0.0,0.0,0.0,1
213,ebiotrade.com,3,6.0,2.449489742783178,1.4599292630858969,1
