,domain,avg_dis,label
0,washingtonpost.com,0.057782592993860626,0
1,linuxidc.com,0.06054235862938827,0
2,wired.com,0.05713152152350728,0
3,archiveofourown.org,0.05794768611670022,0
4,clipconverter.cc,0.0581743393870393,0
5,newegg.com,0.0579476861167002,0
6,udacity.com,0.05713152152350723,0
7,juejin.im,0.06054235862938827,0
8,secureserver.net,0.05713152152350721,0
9,slate.com,0.05713152152350723,0
10,java.com,0.057782592993860606,0
11,siteadvisor.com,0.0,0
12,bzw315.com,0.05713152152350721,0
13,americanexpress.com,0.05713152152350723,0
14,rightmove.co.uk,0.05788407724061161,0
15,dropbox.com,0.05713152152350721,0
16,dawn.com,0.05713152152350721,0
17,jianshu.com,0.057782592993860626,0
18,dailymail.co.uk,0.057131521523507256,0
19,xhamster.com,0.05713152152350723,0
20,telegraph.co.uk,0.0579476861167002,0
21,skype.com,0.05713152152350723,0
22,spiceworks.com,0.0,0
23,plex.tv,0.058787507654623386,0
24,usatoday.com,0.057782592993860606,0
25,express.co.uk,0.05713152152350723,0
26,piriform.com,0.05819157847090775,0
27,kooora.com,0.057474367793693304,0
28,ibaotu.com,0.05878750765462341,0
29,ancestry.com,0.0,0
30,admaimai.com,0.0,0
31,wps.cn,0.057131521523507374,0
32,jd.com,0.05713152152350757,0
33,jianguoyun.com,0.05713152152350711,0
34,alibaba.com,0.0571315215235073,0
35,uc.cn,0.05713152152350713,0
36,ftchinese.com,0.05713152152350742,0
37,sina.com.cn,0.05713152152350702,0
38,bilibili.com,0.05713152152350735,0
39,mob.com,0.05713152152350713,0
40,meizu.com,0.05713152152350732,0
41,smartisan.com,0.057131521523507395,0
42,google.com,0.05713152152350744,0
43,51job.com,0.05713152152350702,0
44,msn.com,0.057131521523507256,0
45,frdic.com,0.05713152152350711,0
46,xiami.com,0.05713152152350719,0
47,zhihu.com,0.057131521523507256,0
48,1688.com,0.05713152152350711,0
49,mafengwo.cn,0.057131521523507485,0
50,xiaohongshu.com,0.057131521523507485,0
51,qy.net,0.05713152152350735,0
52,yy.com,0.05713152152350757,0
53,godaddy.com,0.05713152152350709,0
54,youth.cn,0.05713152152350754,0
55,cnblogs.com,0.05713152152350713,0
56,pptv.com,0.05713152152350711,0
57,adidas.com,0.0,0
58,chess.com,0.058074509431199614,0
59,w3cschool.cn,0.057782592993860626,0
60,wanfangdata.com.cn,0.057131521523507395,0
61,xinhuanet.com,0.05713152152350744,0
62,miwifi.com,0.05713152152350754,0
63,ximalaya.com,0.057131521523507395,0
64,youdao.com,0.057131521523506985,0
65,people.com.cn,0.057131521523507506,0
66,microsoft.com,0.05713152152350719,0
67,lenovo.com.cn,0.057131521523507256,0
68,weibo.com,0.05713152152350754,0
69,china.org.cn,0.057131521523507374,0
70,chinadaily.com.cn,0.05713152152350711,0
71,vivo.com.cn,0.0571315215235073,0
72,ubuntu.com,0.05713152152350711,0
73,xunlei.com,0.05713152152350735,0
74,iciba.com,0.05713152152350754,0
75,webofknowledge.com,0.05713152152350704,0
76,apple.com,0.057131521523507256,0
77,time-weekly.com,0.05713152152350735,0
78,dzwww.com,0.057131521523507374,0
79,xiaomi.com,0.05713152152350719,0
80,renren.com,0.05713152152350709,0
81,teamviewer.com,0.057131521523507374,0
82,qunar.com,0.05713152152350711,0
83,dianping.com,0.057131521523507395,0
84,xuetangx.com,0.057131521523507506,0
85,jjwxc.net,0.05713152152350728,0
86,chaoxing.com,0.05713152152350706,0
87,samsung.com.cn,0.05713152152350711,0
88,tianya.cn,0.0667418631862624,0
89,pplive.cn,0.05713152152350744,0
90,runoob.com,0.05713152152350706,0
91,doc88.com,0.057131521523507395,0
92,ithome.com,0.05713152152350709,0
93,asahi.com,0.05713152152350711,0
94,qingting.fm,0.05713152152350709,0
95,zdic.net,0.05791777478968192,0
96,muchong.com,0.05713152152350711,0
97,zhaopin.com,0.06171342975358142,0
98,addthis.com,0.06895526167240816,0
99,sciencenet.cn,0.06759116910000096,0
100,ctrip.com,0.057131521523507395,0
101,icourse163.org,0.05713152152350711,0
102,koolearn.com,0.05713152152350711,0
103,hexun.com,0.06487101301842643,0
104,douban.com,0.06855709373145386,0
105,rarbg.to,0.05930318754633061,0
106,gemius.pl,0.06697262661448573,0
107,4chan.org,0.05713152152350728,0
108,imooc.com,0.057131521523507506,0
109,spotify.com,0.06390730507380557,0
110,cqvip.com,0.06603291416999771,0
111,cnet.com,0.05733028306827264,0
112,flightradar24.com,0.06464163863368798,0
113,hujiang.com,0.06645152826498703,0
114,jumei.com,0.065322660620053,0
115,jquery.com,0.0687941451540863,0
116,qiniu.com,0.06825693561253762,0
117,qiaobutang.com,0.05713152152350711,0
118,zongheng.com,0.0614394125005498,0
119,fastpic.ru,0.05951737513114805,0
120,ci123.com,0.06493257027004759,0
121,guancha.cn,0.061759967104449066,0
122,oracle.com,0.05922610493410265,0
123,spotscenered.info,0.057782592993860626,0
124,huya.com,0.05713152152350754,0
125,kuwo.cn,0.057131521523507464,0
126,miui.com,0.05713152152350721,0
127,cnki.net,0.05713152152350742,0
128,ele.me,0.06433687060964913,0
129,so.com,0.05713152152350711,0
130,mi.com,0.05713152152350711,0
131,163.com,0.0571315215235073,0
132,gmw.cn,0.05713152152350744,0
133,126.com,0.05713152152350711,0
134,nowcoder.com,0.05713152152350711,0
135,xdf.cn,0.057131521523507256,0
136,csdn.net,0.05713152152350711,0
137,51cto.com,0.06425417336870157,0
138,nationalgeographic.com,0.05713152152350723,0
139,githubusercontent.com,0.05751728466681249,0
140,uniqlo.com,0.057131521523507256,0
141,shutterstock.com,0.059278426298920876,0
142,playstation.com,0.057512715995724134,0
143,buzzfeed.com,0.05713152152350721,0
144,valuecommerce.com,0.05774444479960018,0
145,codepen.io,0.05713152152350723,0
146,zara.com,0.057782592993860606,0
147,investing.com,0.05713152152350721,0
148,vporn.com,0.0,0
149,ask.com,0.0,0
150,tradedoubler.com,0.057782592993860606,0
151,mlb.com,0.05713152152350721,0
152,digitalocean.com,0.0579476861167002,0
153,friv.com,0.05713152152350721,0
154,gyazo.com,0.0,0
155,instagram.com,0.0,0
156,amazon.de,0.0,0
157,patreon.com,0.05878750765462341,0
158,monster.com,0.05775048932388692,0
159,duckduckgo.com,0.05713152152350723,0
160,savefrom.net,0.057782592993860606,0
161,yifysubtitles.com,0.0579476861167002,0
162,tumblr.com,0.057131521523507256,0
163,tutorialspoint.com,0.05713152152350723,0
164,doublepimp.com,0.057131521523507256,0
165,gsmarena.com,0.0,0
166,bab.la,0.0,0
167,39.net,0.05713152152350744,0
168,livejasmin.com,0.0,0
169,hp.com,0.05713152152350711,0
170,dict.cn,0.05713152152350711,0
171,mydrivers.com,0.064369703188368,0
172,berkeley.edu,0.06686779196103577,0
173,linkedin.com,0.06571098201473928,0
174,bootcss.com,0.06807320734823917,0
175,52pk.com,0.0659684923691397,0
176,vmall.com,0.06630332189825694,0
177,lianjia.com,0.06436513222419976,0
178,guokr.com,0.062326235067672854,0
179,shanbay.com,0.05797935317112878,0
180,eol.cn,0.05713152152350711,0
181,ieee.org,0.06493269069694328,0
182,book118.com,0.06343214758542975,0
183,oeeee.com,0.06420709550196901,0
184,soso.com,0.05713152152350711,0
185,itools.cn,0.06354721664640646,0
186,jb51.net,0.06100127600212446,0
187,mama.cn,0.06273828213159925,0
188,anjuke.com,0.059296958219907686,0
189,rapidgator.net,0.06014357557450994,0
190,imagebam.com,0.0644078822808209,0
191,81.cn,0.06301610368230666,0
192,chsi.com.cn,0.06438631790744465,0
193,iobit.com,0.06205266851362377,0
194,github.com,0.05763515756671657,0
195,51sole.com,0.06181771681073652,0
196,58pic.com,0.06211422707648812,0
197,redocn.com,0.05991741452448023,0
198,mit.edu,0.05713152152350711,0
199,mozilla.org,0.05713152152350711,0
200,office.com,0.061413904124673596,0
201,iop.org,0.05827357677439335,0
202,xbox.com,0.057131521523507395,0
203,jikexueyuan.com,0.06258579486274088,0
204,visualstudio.com,0.06068537207496955,0
205,processon.com,0.05713152152350711,0
206,readthedocs.io,0.059967310565807716,0
207,paypal.com,0.0631934766493699,0
208,yahoo.co.jp,0.06043236161152964,0
209,target.com,0.06508886438011896,0
210,hjenglish.com,0.06338332896557189,0
211,netflix.com,0.0614596670934699,0
212,soundcloud.com,0.060369083418657335,0
213,youboy.com,0.05792684629766625,0
214,wikimedia.org,0.05747261261222832,0
215,oppo.com,0.06241921934843929,0
216,coursera.org,0.06033048685815683,0
217,chosun.com,0.05713152152350723,0
218,yhd.com,0.05954588742418927,0
219,microsoftstore.com.cn,0.0594502754974038,0
220,zcool.com.cn,0.06033048685815682,0
221,force.com,0.059774279521178995,0
222,last.fm,0.057131521523507256,0
223,agoda.com,0.05861176024758414,0
224,bongacams.com,0.0,0
225,kalerkantho.com,0.0,0
226,manyvids.com,0.0,0
227,ikea.com,0.0,0
228,deviantart.net,0.0,0
229,foursquare.com,0.0,0
230,clixsense.com,0.059450275497403816,0
231,bt.com,0.0,0
232,deviantart.com,0.0,0
233,leetcode.com,0.0,0
