,domain,domain_len,domain_name_entropy,digit_number,digit_number_ratio,digit_group,word_group,longest_substring_ratio
376,biquge.info,11,36.05374780501027,0,0.0,0,3,0.36363636363636365
377,chinacloudsites.cn,18,64.30376252379817,0,0.0,0,4,0.2777777777777778
378,acentsd.com,11,36.05374780501027,0,0.0,0,3,0.45454545454545453
379,baijia78.com,12,39.01955000865388,2,0.16666666666666666,1,3,0.4166666666666667
380,qhcdn.com,9,26.529325012980813,0,0.0,0,3,0.3333333333333333
381,grepler.com,11,34.05374780501027,0,0.0,0,3,0.36363636363636365
382,win8.net,8,22.0,1,0.125,1,2,0.375
383,bounceme.net,12,36.26466250649041,0,0.0,0,3,0.5
384,12349.net,9,28.529325012980813,5,0.5555555555555556,1,1,0.3333333333333333
385,twcczhu.com,11,33.2988603028468,0,0.0,0,3,0.36363636363636365
386,imedao.com,10,29.21928094887362,0,0.0,0,4,0.3
387,i4.cn,5,11.60964047443681,1,0.2,1,2,0.4
388,sastind.gov.cn,14,47.30296890880647,0,0.0,0,4,0.2857142857142857
389,lyzbyx.com,10,31.21928094887362,0,0.0,0,5,0.4
390,bittor.pw,9,26.529325012980813,0,0.0,0,3,0.3333333333333333
391,51xiazai.cn,11,34.05374780501027,2,0.18181818181818182,1,3,0.36363636363636365
392,pandownload.com,15,47.8484714319643,0,0.0,0,2,0.7333333333333333
393,sowcar.com,10,29.21928094887362,0,0.0,0,3,0.3
394,7068.cc,7,17.65148445440323,4,0.5714285714285714,1,1,0.2857142857142857
395,zolsearch.com,13,44.10571633583419,0,0.0,0,3,0.46153846153846156
396,testupdate.info,15,51.8484714319643,0,0.0,0,3,0.4
397,shujuquan.com.cn,16,53.24511249783653,0,0.0,0,1,0.875
398,wagoo2.com,10,28.464393446710154,1,0.1,1,3,0.3
399,szprize.cn,10,31.21928094887362,0,0.0,0,3,0.5
400,glzip.cn,8,24.0,0,0.0,0,3,0.375
401,8684.cn,7,17.651484454403235,4,0.5714285714285714,1,1,0.2857142857142857
402,tfzcode.com,11,34.05374780501027,0,0.0,0,4,0.36363636363636365
403,www.com,7,14.896596952239765,0,0.0,0,1,0.8571428571428571
404,meiriyixue.cn,13,41.350828833670725,0,0.0,0,1,0.9230769230769231
405,qingclass.cc,12,36.2646625064904,0,0.0,0,3,0.4166666666666667
406,winscp.net,10,31.21928094887362,0,0.0,0,2,0.6
407,proxdevcool.com,15,48.603358934127776,0,0.0,0,4,0.26666666666666666
408,persiangig.com,14,49.30296890880647,0,0.0,0,3,0.5
409,519e.com.cn,11,34.05374780501027,3,0.2727272727272727,1,2,0.2727272727272727
410,000o.cc,7,12.896596952239761,3,0.42857142857142855,1,1,0.42857142857142855
411,corp3g.cn,9,26.529325012980813,1,0.1111111111111111,1,2,0.4444444444444444
412,mg64.net,8,24.0,2,0.25,1,2,0.375
413,zhuchao.cc,10,26.464393446710154,0,0.0,0,3,0.4
414,hopto.org,9,23.774437510817343,0,0.0,0,3,0.3333333333333333
415,bbk.com,7,17.651484454403235,0,0.0,0,2,0.42857142857142855
416,ccleaner.com,12,36.26466250649041,0,0.0,0,2,0.6666666666666666
417,qyhxhnt.com,11,36.05374780501027,0,0.0,0,1,0.9090909090909091
418,ztcadx.com,10,31.21928094887362,0,0.0,0,3,0.4
419,52pcgame.net,12,41.01955000865387,2,0.16666666666666666,1,3,0.3333333333333333
420,coolauncher.com.cn,18,58.30376252379817,0,0.0,0,4,0.4444444444444444
421,rilibiao.com.cn,15,47.84847143196431,0,0.0,0,1,0.8666666666666667
422,dnpz.net,8,22.0,0,0.0,0,2,0.5
423,brother.co.jp,13,42.105716335834195,0,0.0,0,3,0.5384615384615384
424,ipify.org,9,26.529325012980813,0,0.0,0,4,0.3333333333333333
425,xunleige.com,12,41.01955000865388,0,0.0,0,4,0.25
426,fkvideo.cc,10,31.21928094887362,0,0.0,0,3,0.5
427,koowo.com,9,20.529325012980813,0,0.0,0,3,0.3333333333333333
428,publicbits.com,14,47.30296890880647,0,0.0,0,3,0.42857142857142855
429,kuai8.com,9,28.529325012980813,1,0.1111111111111111,1,2,0.4444444444444444
430,ex-torrenty.org,15,47.8484714319643,0,0.0,0,3,0.5333333333333333
431,exacttarget.com,15,47.8484714319643,0,0.0,0,2,0.7333333333333333
432,moyumedia.com,13,41.350828833670725,0,0.0,0,3,0.6153846153846154
433,kankanshu.cc,12,35.01955000865388,0,0.0,0,3,0.4166666666666667
434,vfe.cc,6,13.509775004326936,0,0.0,0,2,0.5
435,testrequest.info,16,52.49022499567306,0,0.0,0,3,0.4375
436,ylyk.com,8,22.0,0,0.0,0,3,0.375
437,kmsactivate.com,15,50.60335893412777,0,0.0,0,3,0.5333333333333333
438,appchina.com,12,37.01955000865388,0,0.0,0,3,0.4166666666666667
439,zhouyi.cc,9,26.529325012980813,0,0.0,0,3,0.4444444444444444
440,xigua.com,9,28.529325012980813,0,0.0,0,3,0.3333333333333333
441,pgzs.com,8,24.0,0,0.0,0,3,0.375
442,downza.cn,9,26.529325012980813,0,0.0,0,3,0.4444444444444444
443,gllmh.com,9,24.529325012980813,0,0.0,0,3,0.3333333333333333
444,51kus.com,9,28.529325012980813,2,0.2222222222222222,1,3,0.3333333333333333
445,ytjdl.com,9,28.529325012980813,0,0.0,0,3,0.3333333333333333
446,itunes.com,10,33.219280948873624,0,0.0,0,2,0.6
447,home.pl,7,19.651484454403235,0,0.0,0,2,0.5714285714285714
448,shanhu99.com,12,39.01955000865387,2,0.16666666666666666,1,3,0.3333333333333333
449,veryarm.com,11,34.05374780501027,0,0.0,0,3,0.36363636363636365
450,ow.ly,5,11.60964047443681,0,0.0,0,1,0.8
451,shuntv.net,10,29.21928094887362,0,0.0,0,2,0.5
452,pudn.com,8,24.0,0,0.0,0,3,0.375
453,ad-lionmobi.com,15,49.8484714319643,0,0.0,0,3,0.4666666666666667
454,openedv.com,11,34.05374780501027,0,0.0,0,2,0.5454545454545454
455,toutiaoyule.com,15,49.848471431964306,0,0.0,0,4,0.26666666666666666
456,000webhostapp.com,17,60.73198079909232,3,0.17647058823529413,1,4,0.23529411764705882
457,51.la,5,11.60964047443681,2,0.4,1,1,0.4
458,ghost580.net,12,41.01955000865388,3,0.25,1,2,0.4166666666666667
459,chickenkiller.com,17,56.73198079909231,0,0.0,0,3,0.4117647058823529
460,anyisheng.com,13,46.10571633583419,0,0.0,0,4,0.38461538461538464
461,77kpw.cc,8,20.0,2,0.25,1,2,0.375
462,hanvon.com,10,29.21928094887362,0,0.0,0,3,0.3
463,pornhub.com,11,36.05374780501027,0,0.0,0,3,0.36363636363636365
464,25pp.com,8,22.0,2,0.25,1,2,0.375
465,minisrclink.cool,16,51.24511249783653,0,0.0,0,4,0.25
466,dfshurufa.com,13,44.105716335834195,0,0.0,0,4,0.3076923076923077
467,qcloudcdn.com,13,39.350828833670725,0,0.0,0,4,0.38461538461538464
468,menww.com,9,24.529325012980813,0,0.0,0,3,0.3333333333333333
469,ufileos.com,11,36.05374780501027,0,0.0,0,3,0.45454545454545453
470,w3.org,6,15.509775004326936,1,0.16666666666666666,1,2,0.5
471,yximgs.com,10,31.21928094887362,0,0.0,0,3,0.4
472,sdbeta.com,10,33.219280948873624,0,0.0,0,2,0.7
473,applinzi.com,12,39.01955000865388,0,0.0,0,3,0.4166666666666667
474,xdcdn.net,9,24.529325012980813,0,0.0,0,3,0.3333333333333333
475,yadro.ru,8,22.0,0,0.0,0,4,0.25
476,ys168.com,9,28.529325012980813,3,0.3333333333333333,1,2,0.3333333333333333
477,f3322.org,9,24.529325012980813,4,0.4444444444444444,1,2,0.3333333333333333
478,anti-toolbar.com,16,55.24511249783653,0,0.0,0,3,0.4375
479,hivps.xyz,9,28.529325012980813,0,0.0,0,3,0.3333333333333333
480,apxadtracking.net,17,60.73198079909232,0,0.0,0,4,0.47058823529411764
481,dp9888.com,10,28.464393446710154,4,0.4,1,2,0.3
482,pdf00.cn,8,22.0,2,0.25,1,2,0.375
483,torrent-download.to,19,61.955735253264656,0,0.0,0,3,0.42105263157894735
484,sxicc.ac.cn,11,28.053747805010268,0,0.0,0,3,0.45454545454545453
485,istole.it,9,24.529325012980813,0,0.0,0,3,0.5555555555555556
486,spark-rostov.ru,15,49.848471431964306,0,0.0,0,3,0.4
487,doko.moe,8,19.24511249783653,0,0.0,0,3,0.5
488,adroi.com.cn,12,37.01955000865387,0,0.0,0,4,0.25
489,adbyby.com,10,29.21928094887362,0,0.0,0,4,0.3
490,99shiji.com,11,34.05374780501027,2,0.18181818181818182,1,3,0.2727272727272727
491,explorads.com,13,46.10571633583419,0,0.0,0,3,0.46153846153846156
492,yy6080.cn,9,24.529325012980813,4,0.4444444444444444,1,2,0.2222222222222222
493,parkingcrew.net,15,52.603358934127776,0,0.0,0,3,0.4666666666666667
494,gotoip2.com,11,33.2988603028468,1,0.09090909090909091,1,4,0.2727272727272727
495,9779.info,9,24.529325012980813,4,0.4444444444444444,1,1,0.4444444444444444
496,photios-raj.com,15,53.8484714319643,0,0.0,0,3,0.4666666666666667
497,made-in-china.com,17,57.48686830125578,0,0.0,0,4,0.29411764705882354
