,domain,ip_count,subdomain_count,number_of_domains,ip_entropy,subdomain_entropy
48,xueyanshan.com,1,1,0,0.0,0.0
49,fireemblem.net,2,2,0,1.0,0.0
50,kickasstracker.com,2,1,0,1.0,0.0
51,dl1234.com,1,1,0,0.0,0.0
52,hao315.com,1,1,0,0.0,0.0
53,my.com,15,4,0,0.664669656964677,0.75
54,pornolab.net,4,1,0,0.75,0.0
55,jupyter.org,2,2,0,0.0,1.0
56,pcfreetime.com,4,4,2,0.5,0.75
57,xiazaicc.com,35,8,107,0.7348020302968278,0.5833333333333334
58,etahub.com,2,1,0,0.0,0.0
59,moyumedia.com,10,6,13,0.7966576244513051,0.355245321275764
60,znj.com,1,1,0,0.0,0.0
61,3001.net,2,1,9,1.0,0.0
62,dreamsearch.or.kr,3,3,0,0.579380164285695,0.579380164285695
63,13143.org,1,1,0,0.0,0.0
64,388g.com,8,6,0,0.8333333333333334,0.5644754678724236
65,bt.co,14,3,0,0.8874359135554889,0.579380164285695
66,smartgslb.com,5,9,7,0.8277293767706428,0.7632300273809491
67,anti-toolbar.com,2,1,2,0.0,0.0
68,dynamodule.info,1,0,0,0.0,0.0
69,kousou.cc,1,1,0,0.0,0.0
70,91danji.com,5,5,7,0.5904362833084089,0.8277293767706428
71,ytjdl.com,1,1,0,0.0,0.0
72,mg64.net,1,0,0,0.0,0.0
73,clewm.net,11,4,44,0.6975389897651152,1.0
74,tv002.com,21,2,0,0.3953247590942644,1.0
75,wandoujia.com,11,21,0,0.6648191508620835,0.5933400093427682
76,downza.cn,10,4,120,0.6989700043360187,0.75
77,dothome.co.kr,1,1,0,0.0,0.0
78,3ds.com,30,5,0,0.6954695949173283,0.8277293767706428
79,yx-g.com,7,5,3,0.8982265179691366,0.8277293767706428
80,kaopu001.com,2,8,13,1.0,0.6352130207431887
81,pengpengla.com,2,4,42,1.0,1.0
82,constantcontact.com,4,4,0,1.0,0.75
83,gotoip55.com,1,1,0,0.0,0.0
84,freedata.cc,15,1,54,0.72697810686953,0.0
85,mlinks.cc,1,1,14,0.0,0.0
86,lclk.info,1,1,0,0.0,0.0
87,chlbiz.com,9,3,8,0.6494834702380792,0.579380164285695
88,yeshj.com,7,5,45,1.0000000000000002,1.0
89,zhuchao.cc,7,10,0,0.5544923070581674,0.5903089986991944
90,iuwzs.com,1,1,2,0.0,0.0
91,googlecn.cc,1,1,0,0.0,0.0
92,99lb.net,6,7,0,0.8710490642551527,0.796453035938273
93,aqgj.cn,4,1,0,0.5,0.0
94,webcindario.com,1,1,0,0.0,0.0
95,136156.com,1,4,0,0.0,0.5
96,mg3721.com,3,1,73,0.579380164285695,0.0
97,hxgame.net,2,4,33,1.0,0.75
98,publicbits.com,1,1,0,0.0,0.0
99,3dxy.com,3,2,13,0.9999999999999999,1.0
100,66vod.net,5,4,0,0.8277293767706428,0.5
101,qquu8.com,1,1,0,0.0,0.0
102,uuserv70.net,2,8,4,0.0,0.0
103,ichaichuan.com,1,2,0,0.0,1.0
104,pudn.com,9,8,8,0.9298966940476157,0.8333333333333334
105,xiangyuerom.com,1,1,0,0.0,0.0
106,5ibrz.com,1,1,2,0.0,0.0
107,ptvcdn.net,21,2,0,0.06288148170156757,1.0
108,go2yd.com,98,16,127,0.7512481232521515,0.53125
109,ghost580.net,1,2,0,0.0,1.0
110,khoaf.com,1,0,0,0.0,0.0
111,uniplayad.com,1,1,0,0.0,0.0
112,myjino.ru,1,1,0,0.0,0.0
113,yiwanzhushou.com,9,5,0,0.6931267214285649,0.4181656600790516
114,shreeramworld.com,1,0,0,0.0,0.0
115,shujuquan.com.cn,1,1,0,0.0,0.0
116,12317wan.com,6,3,5,0.7420981285103055,0.9999999999999999
117,acentsd.com,1,1,0,0.0,0.0
118,avg.com,29,5,3,0.918301699069897,0.6554587535412855
119,yxad.com,10,10,12,0.6989700043360189,0.5301029995663981
120,tujingdy.com,2,1,0,1.0,0.0
121,cibn.cc,14,3,24,0.4697356810490784,0.9999999999999999
122,doumaibiji.cn,6,4,113,0.7420981285103055,1.0
123,viidii.info,2,1,0,0.0,0.0
124,3wk.cc,4,7,0,0.75,0.4911325898456826
125,3322.org,1,3,0,0.0,0.9999999999999999
126,035x.com,1,2,0,0.0,1.0
127,maccms.com,11,2,9,0.6423574218189114,1.0
128,88rpg.net,5,2,83,1.0,0.0
129,bittor.pw,1,1,7,0.0,0.0
130,poletracker.org,1,1,7,0.0,0.0
131,appchina.com,8,10,0,0.0,0.6387640052032225
132,51xiazai.cn,1,1,0,0.0,0.0
133,trackerfix.com,1,1,0,0.0,0.0
134,7068.cc,1,3,0,0.0,0.579380164285695
135,lvsetxt.com,2,1,0,0.0,0.0
136,rootjl.com,2,2,0,0.0,0.0
137,xbbav.cc,2,2,0,0.0,1.0
138,oray.net,18,11,1,0.7667187592866302,0.6846565531077586
139,oocities.org,1,1,0,0.0,0.0
140,voicefive.com,8,2,1,0.8333333333333334,1.0
141,dataoke.com,95,10,409,0.633888728014871,0.6989700043360187
142,80s.la,1,3,0,0.0,0.9999999999999999
143,applinzi.com,22,28,0,0.0,0.6294791761080747
144,pc0359.cn,82,8,151,0.4910219837291533,0.46854635407652206
145,lce9v.com,1,1,0,0.0,0.0
146,yn.gov.cn,6,5,0,0.6934264036172707,0.5904362833084089
147,daheit.cc,2,1,0,1.0,0.0
148,acgtracker.com,2,1,0,1.0,0.0
149,chickenkiller.com,11,1,7,0.8224908743082042,0.0
150,ccgslb.net,1,1,0,0.0,0.0
151,survey-smiles.com,7,0,0,0.4911325898456827,0.0
152,adbyby.com,2,1,0,1.0,0.0
153,filetracker.pl,1,0,0,0.0,0.0
154,000o.cc,1,0,0,0.0,0.0
155,gezila.com,34,3,193,0.6841763867966445,0.579380164285695
156,aoao365.com,4,4,17,0.75,0.5
157,imedao.com,66,6,234,0.6074820726399193,0.6131471927654584
158,proxdevcool.com,2,0,7,1.0,0.0
159,cnkang.com,6,5,7,0.25146299858006066,0.8277293767706428
160,kuaizip.com,3,3,0,0.579380164285695,0.579380164285695
161,52e9.com,10,4,31,0.9397940008672035,0.75
162,xgsdk.com,19,1,0,0.653081601354428,0.0
163,blucd.org,1,0,0,0.0,0.0
164,newasp.net,48,3,254,0.6533261676721671,0.579380164285695
165,happy-host.com,1,1,0,0.0,0.0
166,bluefrog.pw,1,0,0,0.0,0.0
167,clientsolutions.cn,5,2,20,1.0,1.0
168,ko.cn,1,1,0,0.0,0.0
169,f3322.net,5,4,0,0.8277293767706428,0.75
170,yximgs.com,496,6,750,0.6783494504965553,0.8710490642551527
171,gs307.com,2,1,0,1.0,0.0
172,clouddn.com,93,5,294,0.6746408587467504,0.4181656600790516
173,itunes.com,4,1,0,1.0,0.0
174,srvvtrk.com,3,0,0,0.579380164285695,0.0
175,concen.cc,1,1,7,0.0,0.0
176,iyouxia.com,6,9,2,0.8710490642551527,0.6931267214285649
177,cdn321.com,2,5,0,0.0,0.6554587535412855
178,nyaatorrents.info,2,0,0,0.0,0.0
179,zbjimg.com,22,8,121,0.6289134512078177,0.6666666666666666
180,fionades.com,1,0,0,0.0,0.0
181,gllmh.com,6,2,0,0.7420981285103055,1.0
182,ali213.net,44,52,8,0.6761632171800492,0.4783422830385542
183,jxcad.com.cn,1,2,0,0.0,0.0
184,wicp.net,1,0,1,0.0,0.0
185,explorads.com,1,1,0,0.0,0.0
186,h4ck.me,1,1,0,0.0,0.0
187,promlinkdev.com,7,0,19,0.796453035938273,0.0
188,bhdata.com,1,3,0,0.0,0.9999999999999999
189,tyread.com,1,1,0,0.0,0.0
190,lwtxt.cc,10,1,0,0.4581460078048337,0.0
191,securestudies.com,23,5,0,0.4585000572276484,0.8277293767706428
192,files.fm,2,1,0,1.0,0.0
193,uuserv70.com,2,8,4,0.0,0.0
194,beijing-time.org,1,2,0,0.0,1.0
195,lightonus.com,2,1,0,1.0,0.0
196,sowcar.com,4,0,0,0.5,0.0
197,wacai.com,1,6,0,0.0,0.5644754678724236
198,ylyk.com,7,6,5,0.40922323189505994,0.8710490642551527
199,port443.xyz,2,1,0,1.0,0.0
200,qupeiyin.com,206,1,128,0.8762618094191731,0.0
201,hyz86.com,1,2,0,0.0,1.0
202,x4w.co,1,1,0,0.0,0.0
203,ctdns.net,2,2,6,1.0,1.0
204,bbk.com,40,3,4,0.842586303277383,0.9999999999999999
205,liangchan.net,2,2,0,1.0,1.0
206,anquanxia.com,2,2,0,0.0,1.0
207,kankanshu.cc,3,2,0,0.579380164285695,1.0
208,sanguoq.com,2,2,0,0.0,1.0
209,sharewithu.com,1,2,0,0.0,1.0
210,meiriyixue.cn,1,1,0,0.0,0.0
211,fastcdn.com,11,2,0,0.6449817486164082,1.0
212,uestc.edu.cn,20,28,0,0.39719362294027044,0.49125271152226135
213,haotukankan.com,21,6,63,0.7749871238431029,0.6934264036172707
214,kmsactivate.com,4,1,6,0.75,0.0
215,glotorrents.pw,1,0,7,0.0,0.0
216,photios-raj.com,8,2,0,1.0,0.0
217,97ting.com,11,4,116,0.6122619097133766,0.75
218,198174.com,7,6,61,0.656265789089031,0.25146299858006066
219,50zera.com,5,1,39,0.8277293767706428,0.0
220,pc6.com,50,29,284,0.7881787363075838,0.5125615542758055
221,daum.net,37,11,11,0.6919110378697532,0.7699336331594971
222,yunshenjia.com,1,2,0,0.0,1.0
223,qiniudn.com,119,71,316,0.8242026028736861,0.5948532680275518
224,ddooo.com,11,18,19,0.8948855177025863,0.44696880386245486
225,advancemactools.com,3,1,0,0.579380164285695,0.0
226,hinet.net,6,5,0,0.5644754678724235,0.5904362833084089
227,minisrclink.cool,7,0,19,0.796453035938273,0.0
228,home.pl,1,1,0,0.0,0.0
229,51kus.com,2,2,0,0.0,1.0
230,imgo.tv,7,5,31,0.8982265179691366,1.0
231,iamhansen.xyz,3,1,0,0.579380164285695,0.0
232,xsfaya.com,11,1,49,0.8423282765538794,0.0
233,tfzcode.com,63,3,336,0.632461083946704,0.9999999999999999
234,vfe.cc,1,1,0,0.0,0.0
235,jxnews.com.cn,13,22,1,0.6673991945509912,0.6129330565935018
236,02wq.com,83,1,383,0.6289396325226984,0.0
237,openedv.com,1,1,0,0.0,0.0
238,sticker.la,1,1,0,0.0,0.0
239,hpplay.cn,8,8,0,0.75,0.8018796874098554
240,51ckm.com,1,1,33,0.0,0.0
241,99shiji.com,1,1,0,0.0,0.0
242,corp3g.cn,9,1,46,0.7195867761904633,0.0
243,z8q.cc,1,1,0,0.0,0.0
244,jdhyjf.com,1,1,0,0.0,0.0
245,internetwarriors.net,2,1,0,1.0,0.0
246,iclick.com.cn,4,1,0,0.5,0.0
247,libplayer.com,1,2,2,0.0,1.0
248,pptjia.com,4,5,0,1.0,0.5904362833084089
249,parkingcrew.net,2,1,1,0.0,0.0
250,cnscg.com,1,1,0,0.0,0.0
251,xiepp.cc,1,1,0,0.0,0.0
252,qhcdn.com,5,1,0,1.0,0.0
253,mourl.cc,1,0,0,0.0,0.0
254,fkvideo.cc,2,2,0,0.0,1.0
255,uu.cc,18,10,11,0.49301315981771504,0.8193820026016111
256,reyesleon.xyz,1,2,0,0.0,1.0
257,vnu.edu.vn,1,1,0,0.0,0.0
258,redirectme.net,5,1,5,0.6554587535412855,0.0
259,fcbarcelona.com,1,1,0,0.0,0.0
260,wkanx.com,30,9,10,0.5242885836316267,0.6230234154761808
261,trafficforce.com,1,1,0,0.0,0.0
262,7dsw.com,1,1,0,0.0,0.0
263,makesource.cool,7,0,19,0.796453035938273,0.0
264,mimo51.com,2,2,1,1.0,1.0
265,twcczhu.com,8,2,15,0.8333333333333334,1.0
266,elecfans.com,58,17,234,0.8005243127894756,0.5738814944707804
267,so9.cc,1,1,0,0.0,0.0
268,xfplay.com,6,12,0,0.6934264036172708,0.6219239275348397
269,pdf00.cn,7,4,113,0.796453035938273,1.0
270,yuanzhe.me,1,1,0,0.0,0.0
271,72zx.com,2,3,0,1.0,0.579380164285695
272,qcloudcdn.com,256,7,265,0.5827428708204371,0.3509453429964406
273,xzw.com,9,5,31,0.8597933880952316,0.6554587535412855
274,77kpw.cc,2,2,7,1.0,1.0
275,u33.cc,1,2,0,0.0,0.0
276,ccleaner.com,5,1,0,0.0,0.0
277,xiaoxintoutiao.com,2,2,0,1.0,1.0
278,rutracker.cc,3,3,0,0.0,0.579380164285695
279,msftconnecttest.com,2,1,0,1.0,0.0
280,koowo.com,20,6,0,0.8061642034028317,0.8710490642551527
281,sxicc.ac.cn,1,1,1,0.0,0.0
282,9xiu.com,18,5,126,0.6269583853384623,0.4181656600790516
283,ahjem.com,2,2,0,1.0,1.0
284,pandownload.com,17,5,84,0.9712175832802088,0.5904362833084089
285,iyouman.com,3,2,12,0.9999999999999999,1.0
286,domobcdn.com,3,2,8,0.9999999999999999,0.0
287,ywtx.cc,2,3,0,0.0,0.579380164285695
288,yx-s.net,2,2,0,1.0,0.0
289,126.am,2,1,0,0.0,0.0
290,6071.com,3,3,9,0.9999999999999999,0.0
291,grepler.com,1,0,0,0.0,0.0
292,filepit.to,2,1,0,1.0,0.0
293,veryarm.com,1,1,0,0.0,0.0
294,dnpz.net,2,2,0,1.0,1.0
295,szprize.cn,2,2,0,1.0,1.0
296,bidcenter.com.cn,1,1,0,0.0,0.0
297,uzzf.com,25,6,123,0.6769083841405817,0.7420981285103055
298,ctags.cn,6,6,0,0.7420981285103055,0.4841962570206112
299,xmcdn.com,119,14,142,0.8162447018379257,0.7231882612879049
300,biquge.cm,3,2,0,0.9999999999999999,1.0
301,exacttarget.com,7,3,0,1.0000000000000002,0.579380164285695
302,cba.pl,1,2,0,0.0,1.0
303,kuai8.com,23,30,86,0.7355895230970291,0.5087288721685723
304,hao76.com,2,2,5,1.0,1.0
305,ruubypay.com,6,4,21,1.0,0.75
306,haretahoo.science,1,1,7,0.0,0.0
307,xunleige.com,1,2,0,0.0,1.0
308,l-krak.com,1,1,7,0.0,0.0
309,qyhxhnt.com,1,1,4,0.0,0.0
310,519e.com.cn,1,1,0,0.0,0.0
311,istole.it,2,0,0,1.0,0.0
312,mobileanjian.com,16,5,107,0.9375,0.4181656600790516
313,made-in-china.com,4,3,0,0.75,0.579380164285695
314,baidu.co.th,3,1,0,0.0,0.0
315,jekyllrb.com,1,0,1,0.0,0.0
316,8684.cn,6,13,0,0.8710490642551527,0.7607399726889995
317,zampdsp.com,29,3,12,0.44812743912199354,0.579380164285695
318,gotoip2.com,4,4,0,0.75,1.0
319,123juzi.net,2,3,0,0.0,0.9999999999999999
320,ezwebtest.com,1,1,0,0.0,0.0
321,aralego.com,6,5,0,0.25146299858006066,0.8277293767706428
322,winscp.net,0,0,0,0.0,0.0
323,16pic.com,5,8,10,0.8277293767706428,0.5833333333333334
324,lotour.net,5,6,50,1.0,0.5644754678724236
325,yeah.net,6,3,0,0.6131471927654584,0.9999999999999999
326,qswzayy.com,3,2,4,0.9999999999999999,1.0
327,xitongzhijia.net,30,9,15,0.6876897391858011,0.5229596049593027
328,yadro.ru,22,1,0,0.0,0.0
329,pomf.se,1,1,0,0.0,0.0
330,pingan.com.cn,34,22,99,0.6676724190363047,0.7272900777274477
331,wfboer.com,1,1,0,0.0,0.0
332,shuntv.net,1,1,0,0.0,0.0
333,9377.com,3,3,33,0.9999999999999999,0.579380164285695
334,jsyxw.cn,3,13,15,0.9999999999999999,0.350157791839107
335,0311bj.cn,1,1,1,0.0,0.0
336,fastapi.net,9,4,78,0.9298966940476157,0.75
337,shenchuang.com,3,4,0,0.0,0.5
338,yikuai.com,31,1,0,0.1943605691911174,0.0
339,qingclass.cc,4,1,98,0.5,0.0
340,coolauncher.com.cn,2,3,0,0.0,0.9999999999999999
341,tinypic.com,1,46,0,0.0,0.21836970099691014
342,lfppt.com,2,2,0,1.0,1.0
343,myjhxl.com,8,3,117,0.75,0.9999999999999999
344,1360.com,12,5,30,0.7789429456511298,0.6554587535412855
345,zmeng123.com,15,6,49,0.8976167900760738,0.8710490642551529
346,cr173.com,20,5,93,0.7105510612468213,0.8277293767706428
347,hivps.xyz,2,1,0,0.0,0.0
348,dakao8.com,6,5,2,1.0,0.6554587535412855
349,jiamarket.com,5,1,17,1.0,0.0
350,pft12301.cc,2,1,1,1.0,0.0
351,bounceme.net,1,1,1,0.0,0.0
352,trackerlist.xyz,17,1,1,0.3548576512477497,0.0
353,longhoo.net,3,2,0,0.0,0.0
354,veryamt.com,14,1,1,0.2587697118349571,0.0
355,jwhss.com,1,1,0,0.0,0.0
356,yunfancdn.com,12,4,0,0.7964904909418549,1.0
357,runclickrun.com,1,0,0,0.0,0.0
358,webcompanion.com,2,1,0,0.0,0.0
359,juluoluo.com,1,1,7,0.0,0.0
360,persiangig.com,3,7,0,0.0,0.8982265179691366
361,cdnvideo.ru,1,1,0,0.0,0.0
362,kaola100.com,7,6,12,0.40922323189505994,0.8710490642551527
363,bigestsafe.com,3,0,10,0.9999999999999999,0.0
364,veoh.com,1,1,0,0.0,0.0
365,91leku.com,43,3,80,0.44432806154324966,0.579380164285695
366,downxia.com,21,10,59,0.8617186471562277,0.6160396270529163
367,acgvideo.com,582,124,498,0.707033543381137,0.3795912079171732
368,sastind.gov.cn,1,1,0,0.0,0.0
369,nrich.ai,1,1,0,0.0,0.0
370,xiazaiba.com,4,7,0,0.4056390622295664,0.4911325898456826
371,x81zw.com,1,2,0,0.0,1.0
372,kuroy.me,1,0,0,0.0,0.0
373,bytefence.com,22,7,0,0.7807529906804594,0.8982265179691366
374,ztcadx.com,18,3,94,0.21923244137940417,0.9999999999999999
375,zjnu.edu.cn,5,16,0,0.5904362833084089,0.37540361795254545
376,myloglist.top,6,3,99,0.7420981285103055,0.9999999999999999
377,25pp.com,110,39,244,0.6499673726625754,0.6644785857889416
378,leechers-paradise.org,1,1,0,0.0,0.0
379,pgzs.com,3,9,13,0.9999999999999999,0.5229596049593027
380,jianke.com,11,7,74,0.6423574218189114,0.5929060718765462
381,demonii.si,3,1,0,0.579380164285695,0.0
382,upeer.me,3,1,0,0.579380164285695,0.0
383,anzhi.com,31,16,15,0.512996836689089,0.6310993675869249
384,ex-torrenty.org,1,0,0,0.0,0.0
385,wasu.cn,87,12,299,0.6630919840639443,0.7210570543488701
386,best-torrents.net,1,0,0,0.0,0.0
387,jj.cn,121,10,368,0.6408894274258552,0.6989700043360187
388,gsxzq.com,6,2,112,0.7420981285103055,1.0
389,51.la,17,3,2,1.0,0.579380164285695
390,ufileos.com,8,2,0,0.318144667641655,0.0
391,mting.info,11,3,1,0.6423574218189114,0.9999999999999999
392,yy845.com,2,2,0,0.0,1.0
393,maxthonimg.com,1,1,4,0.0,0.0
394,dfshurufa.com,14,15,62,0.6179475854067156,0.6799690692943963
395,51edu.com,3,5,3,0.9999999999999999,0.5904362833084089
396,paopaoche.net,9,12,0,0.6931267214285649,0.4326678928148463
397,orsoon.com,38,10,96,0.5894404190928089,0.6160396270529163
398,anyisheng.com,1,1,0,0.0,0.0
399,46sdzf3zdg1dxg2.us,2,1,0,1.0,0.0
400,w3.org,1,1,0,0.0,0.0
401,com.com,3,4,2,0.9999999999999999,1.0
402,iwan4399.com,16,7,51,0.84375,0.40922323189505994
403,dp9888.com,1,0,0,0.0,0.0
404,torrent-download.to,1,0,0,0.0,0.0
405,97pd.com,2,3,0,1.0,0.579380164285695
406,7654.com,31,21,158,0.7459335313518918,0.715253226438371
407,hostgator.com,1,1,0,0.0,0.0
408,cedexis.com,87,22,5,0.9138955298825401,0.7245923989737012
409,i4.cn,36,19,75,0.7857571382681617,0.6144322219757519
410,osdn.net,1,0,0,0.0,0.0
411,menww.com,4,3,0,0.75,0.579380164285695
412,maihehd.com,402,2,0,0.45838854933545164,1.0
413,fanxing.com,23,8,33,0.5745497547163039,0.8333333333333334
414,wareztorrent.com,1,1,1,0.0,0.0
415,lyzbyx.com,1,1,0,0.0,0.0
416,tiepishihu.com,1,3,0,0.0,0.579380164285695
417,ebiotrade.com,1,1,0,0.0,0.0
418,adroi.com.cn,3,3,7,0.579380164285695,0.579380164285695
419,teens-pusses.ru,1,0,0,0.0,0.0
420,9ht.com,23,3,211,0.8124816029083348,0.579380164285695
421,klm123.com,9,5,55,0.5229596049593027,0.5904362833084089
422,guitarworld.com.cn,6,5,34,0.8710490642551527,0.8277293767706428
423,zyiis.net,1,1,0,0.0,0.0
424,umeng.co,3,2,0,0.9999999999999999,1.0
425,cn.com,6,5,2,1.0,0.6554587535412855
426,crsky.com,23,23,26,0.9423309401415209,0.5382717109257348
427,ad-lionmobi.com,1,0,2,0.0,0.0
428,zolsearch.com,1,2,0,0.0,1.0
429,host.sk,3,3,0,0.579380164285695,0.9999999999999999
430,yezhulu.cc,3,1,0,0.579380164285695,0.0
431,ibzu.me,1,1,7,0.0,0.0
432,pow7.com,1,5,0,0.0,0.6554587535412855
433,doko.moe,1,0,0,0.0,0.0
434,rilibiao.com.cn,3,3,1,0.9999999999999999,0.579380164285695
435,tjj.com,2,3,0,1.0,0.579380164285695
436,heimi001.com,1,1,0,0.0,0.0
437,bookfi.net,2,2,0,0.0,1.0
438,etdown.tv,1,1,0,0.0,0.0
439,12301.cc,3,11,0,0.9999999999999999,0.25028869274146615
440,52pcgame.net,2,1,0,0.0,0.0
441,myaora.net,13,4,84,0.5112893686022428,0.4056390622295664
442,6sq.net,1,1,0,0.0,0.0
443,btzoo.eu,1,1,0,0.0,0.0
444,csze.com,1,1,0,0.0,0.0
445,owengame.com,1,1,0,0.0,0.0
446,xzqh.info,1,0,0,0.0,0.0
447,brother.co.jp,1,1,0,0.0,0.0
448,chinacloudsites.cn,2,7,0,0.0,0.7580392711198947
449,sdbeta.com,4,9,0,0.75,0.48281680357141243
450,monocul.us,1,1,0,0.0,0.0
451,icanhazip.com,12,2,1,0.6745665634070152,1.0
452,shanhu99.com,2,1,0,1.0,0.0
453,publicvm.com,1,1,0,0.0,0.0
454,wfqac.cn,1,1,0,0.0,0.0
455,169it.com,1,1,0,0.0,0.0
456,manhuagui.com,3,2,0,0.9999999999999999,1.0
457,dler.org,2,1,0,1.0,0.0
458,camoe.cn,2,2,0,1.0,1.0
459,testrequest.info,2,5,0,1.0,0.31091750708257115
460,spark-rostov.ru,1,0,0,0.0,0.0
461,qqtn.com,26,8,83,0.8006362625495299,0.6352130207431887
462,xinshiye.cc,1,1,0,0.0,0.0
463,ow.ly,2,0,0,1.0,0.0
464,5idzc.com,1,1,2,0.0,0.0
465,rrurl.cn,3,0,0,0.0,0.0
466,rising.com.cn,47,28,115,0.4574102286502995,0.49403631489039196
467,yanfabu.com,4,8,12,0.75,0.6666666666666666
468,myoppo.com,4,4,37,1.0,0.4056390622295664
469,urlload.net,1,0,0,0.0,0.0
470,atw.hu,1,1,0,0.0,0.0
471,baijia78.com,1,1,0,0.0,0.0
472,wyjsq.cn,28,4,142,0.4446390054244551,0.75
473,56.com,26,13,92,0.8894557185936758,0.5194039868908059
474,fxxz.com,5,3,24,0.8277293767706428,0.579380164285695
475,yx-s.com,13,11,62,0.9584248993188739,0.0
476,sgshurufa.com,7,8,42,0.7580392711198947,0.7185463540765221
477,wagoo2.com,1,1,7,0.0,0.0
478,sucaijishi.com,1,1,0,0.0,0.0
479,zokio.net,2,1,0,0.0,0.0
480,9779.info,1,1,0,0.0,0.0
481,ys168.com,13,21,0,0.2089558018562581,0.40350882696834905
482,free.fr,15,20,0,0.0,0.7598885607708799
483,sektori.org,2,0,0,0.0,0.0
484,dyndns.org,5,3,0,0.5904362833084089,0.9999999999999999
485,www.com,1,0,0,0.0,0.0
486,hanvon.com,3,2,0,0.9999999999999999,1.0
487,weebly.com,3,15,0,0.579380164285695,0.6883342040680548
488,huatu.com,49,49,154,0.6846661791324639,0.434184591369302
489,vpgcdn.com,20,4,196,0.4560350267710863,0.4056390622295664
490,17c.cn,23,10,168,0.8317046228611612,0.8193820026016113
491,ccarting.com,0,0,0,0.0,0.0
492,jianshe99.com,11,5,98,0.7897710354051726,0.8277293767706428
493,opentracker.xyz,5,0,1,0.31091750708257115,0.0
494,ipify.org,9,1,0,0.9298966940476157,0.0
495,xigua.com,2,3,0,1.0,0.9999999999999999
496,ifengcdn.com,3,1,3,0.9999999999999999,0.0
497,xdcdn.net,29,5,49,0.610354284156758,0.8277293767706428
